product_key,product_no,product_description,product_category,abc_class,store_count,critical_items,high_risk_items,excess_stock_items,inventory_value_at_risk,risk_items
1704,PROD-171046,PROD-168059 SEG-515899 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,17,1,1,3,0.0,2
1710,PROD-171060,PROD-168046 SEG-515897 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,16,1,1,1,0.0,2
1712,PROD-171071,PROD-168098 SEG-515909 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,11,0,0,2,0.0,0
1713,PROD-171072,PROD-168099 SEG-515909 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,11,0,0,1,0.0,0
1683,PROD-171004,PROD-122059 SEG-504470 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,18,0,0,0,0.0,0
1684,PROD-171005,PROD-122058 SEG-504470 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,18,0,0,3,0.0,0
1685,PROD-171006,PROD-122057 SEG-504470 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,18,0,0,2,0.0,0
2272,PROD-190429,PROD-137225 SEG-508424 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,18,0,0,1,0.0,0
2273,PROD-190487,PROD-105049 SEG-500830 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
2274,PROD-190489,PROD-105051 SEG-500830 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
2291,PROD-191297,PROD-130477 SEG-506677 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
2306,PROD-193598,PROD-112669 SEG-502397 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,40,0,0,1,0.0,0
705,PROD-158965,PROD-168072 SEG-515903 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,17,0,0,2,0.0,0
708,PROD-158969,PROD-168065 SEG-515901 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,11,0,0,0,0.0,0
33,PROD-100798,PROD-102571 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,A,40,0,0,34,0.0,0
2292,PROD-191298,PROD-142402 SEG-509682 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
710,PROD-158972,PROD-168068 SEG-515902 Junior Apparel Gift Bundles Varied,Junior Apparel Gift Bundles,C,10,0,0,1,0.0,0
2302,PROD-193594,PROD-137888 SEG-508606 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,0,0,0,0.0,0
1698,PROD-171024,PROD-134051 SEG-507538 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,0,0,0,0.0,0
2277,PROD-190492,PROD-105040 SEG-500828 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
2279,PROD-190494,PROD-105046 SEG-500829 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
2280,PROD-190495,PROD-105045 SEG-500829 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,1,1,0,0.0,2
2281,PROD-190496,PROD-105044 SEG-500829 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,10,0,0,0,0.0,0
2283,PROD-191286,PROD-130485 SEG-506680 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,0,0.0,0
2285,PROD-191289,PROD-130486 SEG-506680 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,10,0,0,0,0.0,0
2286,PROD-191290,PROD-130481 SEG-506679 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,0,0.0,0
2289,PROD-191293,PROD-130482 SEG-506679 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,0,0.0,0
457,PROD-152103,PROD-170899 SEG-516410 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,28,19,0,3,-0.009999999999999995,19
593,PROD-156277,PROD-188070 SEG-520267 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,27,18,0,0,-0.01,18
561,PROD-154444,PROD-178985 SEG-518012 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,C,9,1,0,0,-0.01,1
2224,PROD-184799,PROD-152333 SEG-512271 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,B,40,1,0,0,-0.01,1
645,PROD-157534,PROD-122571 SEG-504599 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,C,13,3,0,0,-0.01,3
230,PROD-138969,PROD-122112 SEG-504481 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,B,19,1,0,10,-0.01,1
1444,PROD-169454,PROD-173851 SEG-516960 Femme Footwear Flight Classic Varied,Femme Footwear Flight Classic,C,40,5,0,2,-0.01,5
1151,PROD-166185,PROD-148903 SEG-511400 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,23,3,0,0,-0.01,3
1154,PROD-166193,PROD-148930 SEG-511403 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,C,19,1,0,0,-0.01,1
1362,PROD-168857,PROD-148663 SEG-511371 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,23,5,0,2,-0.01,5
413,PROD-151093,PROD-116274 SEG-502766 Femme Footwear Modern Legend Summit,Femme Footwear Modern Legend,B,10,1,0,2,-0.01,1
1120,PROD-166153,PROD-149163 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,1,0,0,-0.01,1
1122,PROD-166155,PROD-149165 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,1,0,0,-0.01,1
1126,PROD-166159,PROD-149169 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,4,0,4,-0.01,4
1125,PROD-166158,PROD-149168 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,4,0,0,-0.01,4
431,PROD-151816,PROD-112347 SEG-502368 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,26,15,0,0,-0.01,15
1378,PROD-168878,PROD-148702 SEG-511376 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,5,0,2,-0.01,5
404,PROD-149692,PROD-103117 SEG-500427 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,B,38,1,0,9,-0.01,1
1080,PROD-165953,PROD-102498 SEG-500344 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,24,12,0,0,-0.01,12
1365,PROD-168860,PROD-148666 SEG-511371 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,23,6,0,1,-0.01,6
2300,PROD-192667,PROD-101621 SEG-500213 Scholar Footwear Canvas Styles Canvas Co,Scholar Footwear Canvas Styles,A,33,10,0,5,-0.010000000000000005,10
223,PROD-138260,PROD-100194 SEG-500039 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,38,18,0,5,-0.019999999999999567,18
604,PROD-156824,PROD-149210 SEG-511430 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,12,8,0,0,-0.019999999999999997,8
419,PROD-151405,PROD-170219 SEG-516297 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,10,5,0,0,-0.019999999999999997,5
643,PROD-157531,PROD-122577 SEG-504599 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,10,4,0,1,-0.02,4
319,PROD-143388,PROD-179409 SEG-518062 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,15,10,0,1,-0.02,10
927,PROD-162152,PROD-168222 SEG-515938 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,18,7,0,1,-0.02,7
398,PROD-148836,PROD-182244 SEG-518682 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,27,2,0,5,-0.02,2
1364,PROD-168859,PROD-148665 SEG-511371 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,22,6,0,0,-0.02,6
937,PROD-162215,PROD-170214 SEG-516296 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,17,6,0,3,-0.02,6
900,PROD-161818,PROD-122258 SEG-504511 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,13,5,0,0,-0.02,5
923,PROD-161959,PROD-153474 SEG-512523 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,14,3,0,1,-0.02,3
823,PROD-160767,PROD-137088 SEG-508389 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,8,0,4,-0.02,8
1148,PROD-166182,PROD-148900 SEG-511400 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,23,4,0,0,-0.02,4
1079,PROD-165952,PROD-102497 SEG-500344 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,27,17,0,0,-0.02,17
511,PROD-152551,PROD-128749 SEG-506280 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,23,18,0,0,-0.02,18
179,PROD-127971,PROD-168572 SEG-515991 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,C,25,11,0,0,-0.020000000000000004,11
1513,PROD-170091,PROD-102655 SEG-500365 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,7,0,2,-0.029999999999999943,7
906,PROD-161833,PROD-168202 SEG-515933 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,15,7,0,2,-0.03,7
908,PROD-161835,PROD-122262 SEG-504512 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,17,11,0,0,-0.03,11
1147,PROD-166181,PROD-148899 SEG-511400 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,24,3,0,1,-0.03,3
1382,PROD-168882,PROD-148706 SEG-511376 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,5,0,0,-0.03,5
640,PROD-157528,PROD-122574 SEG-504599 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,16,7,0,0,-0.03,7
587,PROD-156266,PROD-188109 SEG-520271 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,18,7,0,1,-0.03,7
1155,PROD-166195,PROD-148932 SEG-511403 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,C,19,3,0,1,-0.03,3
151,PROD-123533,PROD-169847 SEG-516218 Junior Apparel Crop Pants Zephyr,Junior Apparel Crop Pants,C,19,8,0,3,-0.030000000000000002,8
1774,PROD-173850,PROD-179480 SEG-518069 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,7,0,1,-0.03999999999999999,7
1361,PROD-168856,PROD-148662 SEG-511371 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,22,8,0,0,-0.04,8
1078,PROD-165951,PROD-102496 SEG-500344 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,25,14,0,0,-0.04,14
819,PROD-160763,PROD-137084 SEG-508389 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,31,3,0,0,-0.04,3
641,PROD-157529,PROD-122575 SEG-504599 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,12,6,0,0,-0.04,6
820,PROD-160764,PROD-137087 SEG-508389 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,26,4,0,2,-0.05,4
335,PROD-145803,PROD-171406 SEG-516492 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,34,16,0,6,-0.05,16
401,PROD-148840,PROD-182248 SEG-518682 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,29,7,0,0,-0.05,7
512,PROD-152561,PROD-128727 SEG-506278 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,28,21,0,0,-0.05,21
595,PROD-156280,PROD-188063 SEG-520267 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,C,14,7,0,1,-0.05,7
818,PROD-160762,PROD-137085 SEG-508389 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,31,5,0,3,-0.05,5
439,PROD-152045,PROD-166020 SEG-515561 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,37,26,1,1,-0.0500000000000091,27
2301,PROD-192668,PROD-101625 SEG-500213 Scholar Footwear Canvas Styles Canvas Co,Scholar Footwear Canvas Styles,B,38,8,0,8,-0.06,8
585,PROD-156263,PROD-188106 SEG-520271 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,11,5,0,2,-0.06,5
24,PROD-100448,PROD-100824 SEG-500112 Heritage Footwear Flight Classic Zephyr,Femme Footwear Flight Classic,A,40,1,0,16,-0.06,1
837,PROD-160834,PROD-163111 SEG-515001 Scholar Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,24,16,0,0,-0.06,16
910,PROD-161839,PROD-122222 SEG-504503 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,15,7,0,2,-0.06,7
238,PROD-138977,PROD-122135 SEG-504485 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,8,3,0,1,-0.06,3
445,PROD-152053,PROD-137081 SEG-508388 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,27,16,0,2,-0.07,16
1927,PROD-176431,PROD-163501 SEG-515104 Femme Footwear Trailblazer Varied,Femme Footwear Trailblazer,C,27,1,0,1,-0.08,1
2299,PROD-192666,PROD-101623 SEG-500213 Scholar Footwear Canvas Styles Canvas Co,Scholar Footwear Canvas Styles,B,36,7,0,3,-0.08,7
500,PROD-152520,PROD-174086 SEG-516990 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,30,19,0,2,-0.08,19
1999,PROD-179163,PROD-148794 SEG-511387 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,7,3,0,0,-0.08000000000000002,3
777,PROD-159723,PROD-154011 SEG-512643 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,19,0,7,-0.09,19
907,PROD-161834,PROD-122263 SEG-504512 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,13,6,0,0,-0.09,6
560,PROD-154442,PROD-178983 SEG-518012 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,10,4,0,0,-0.09999999999999998,4
402,PROD-148959,PROD-109639 SEG-502016 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,26,11,0,0,-0.1,11
442,PROD-152049,PROD-137077 SEG-508388 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,11,7,0,1,-0.1,7
1200,PROD-167651,PROD-149240 SEG-511434 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,20,18,0,0,-0.1,18
590,PROD-156273,PROD-188066 SEG-520267 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,18,12,0,1,-0.11,12
515,PROD-152567,PROD-110404 SEG-502157 Femme Footwear Flight Classic Varied,Femme Footwear Flight Classic,B,22,20,0,1,-0.11,20
456,PROD-152102,PROD-170900 SEG-516410 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,30,26,0,0,-0.11000000000000001,26
234,PROD-138973,PROD-122133 SEG-504485 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,2,0,3,-0.12,2
501,PROD-152526,PROD-169462 SEG-516139 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,30,15,0,1,-0.12,15
766,PROD-159708,PROD-153997 SEG-512641 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,18,0,7,-0.13,18
527,PROD-152803,PROD-111728 SEG-502297 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,B,25,19,0,3,-0.14,19
508,PROD-152540,PROD-174096 SEG-516991 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,28,14,0,1,-0.14,14
525,PROD-152720,PROD-173379 SEG-516907 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,B,29,17,0,3,-0.14,17
434,PROD-151976,PROD-137933 SEG-508610 Heritage Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,37,19,1,5,-0.1400000000000074,20
498,PROD-152518,PROD-174084 SEG-516990 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,28,21,0,1,-0.15,21
1733,PROD-172724,PROD-179977 SEG-518123 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,B,40,20,0,0,-0.16,20
406,PROD-149694,PROD-103092 SEG-500425 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,39,2,0,5,-0.16,2
458,PROD-152104,PROD-170901 SEG-516410 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,22,19,0,0,-0.16999999999999998,19
499,PROD-152519,PROD-174085 SEG-516990 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,32,21,0,2,-0.17,21
1082,PROD-165955,PROD-102500 SEG-500344 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,37,17,1,3,-0.1899999999999966,18
505,PROD-152536,PROD-174092 SEG-516991 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,29,20,0,2,-0.19,20
142,PROD-123475,PROD-171460 SEG-516505 Junior Apparel Cozy Trousers Zephyr,Junior Apparel Cozy Trousers,C,18,1,0,0,-0.2,1
827,PROD-160774,PROD-170759 SEG-516386 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,33,11,0,1,-0.2,11
565,PROD-154449,PROD-178977 SEG-518012 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,12,4,0,2,-0.21,4
233,PROD-138972,PROD-122115 SEG-504481 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,19,3,0,2,-0.21,3
825,PROD-160772,PROD-170757 SEG-516386 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,32,12,0,2,-0.21,12
1107,PROD-166120,PROD-148720 SEG-511378 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,27,1,0,0,-0.22,1
437,PROD-151980,PROD-137937 SEG-508610 Heritage Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,34,29,0,0,-0.23,29
566,PROD-154450,PROD-178979 SEG-518012 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,9,4,0,1,-0.24,4
828,PROD-160775,PROD-170761 SEG-516386 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,39,24,0,5,-0.25,24
573,PROD-154480,PROD-178954 SEG-518009 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,C,17,8,0,1,-0.25,8
1767,PROD-173843,PROD-179482 SEG-518069 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,5,0,1,-0.26,5
459,PROD-152111,PROD-171135 SEG-516450 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,33,24,0,1,-0.26,24
1189,PROD-167515,PROD-149322 SEG-511441 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,21,12,0,0,-0.3,12
1188,PROD-167514,PROD-149321 SEG-511441 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,21,13,0,0,-0.30000000000000004,13
1773,PROD-173849,PROD-179488 SEG-518069 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,3,0,0,-0.35000000000000003,3
563,PROD-154447,PROD-178976 SEG-518012 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,A,14,5,0,2,-0.39,5
826,PROD-160773,PROD-170760 SEG-516386 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,30,11,0,0,-0.39,11
1106,PROD-166114,PROD-149346 SEG-511444 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,3,0,1,-0.41999999999999993,3
1457,PROD-169474,PROD-153439 SEG-512518 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,A,40,23,0,5,-0.42,23
1782,PROD-175308,PROD-113752 SEG-502494 Scholar Footwear Retro Legend Summit,Scholar Footwear Retro Legend,B,27,2,0,1,-0.45,2
1453,PROD-169470,PROD-153435 SEG-512518 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,A,40,16,0,6,-0.51,16
2088,PROD-181254,PROD-189517 SEG-520551 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,40,4,0,0,-0.5100000000000002,4
199,PROD-133052,PROD-167704 SEG-515800 Junior Apparel Crop Pants Zephyr,Junior Apparel Crop Pants,C,18,9,1,1,-0.5400000000000005,10
1115,PROD-166141,PROD-149090 SEG-511421 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,2,0,4,-0.58,2
839,PROD-160836,PROD-163114 SEG-515001 Scholar Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,23,16,0,0,-0.5800000000000001,16
564,PROD-154448,PROD-178978 SEG-518012 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,10,7,0,0,-0.71,7
1171,PROD-167088,PROD-109521 SEG-501989 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,7,3,0,0,-0.7200000000000001,3
1168,PROD-166970,PROD-117528 SEG-503062 Scholar Footwear Trailblazer Stride Pro,Scholar Footwear Trailblazer,B,11,5,0,2,-0.76,5
842,PROD-160839,PROD-163115 SEG-515001 Scholar Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,24,9,0,0,-0.7699999999999999,9
198,PROD-133051,PROD-167705 SEG-515800 Junior Apparel Crop Pants Zephyr,Junior Apparel Crop Pants,C,18,10,0,2,-0.8,10
1757,PROD-173402,PROD-150844 SEG-511851 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,15,2,0,2,-0.8400000000000001,2
2205,PROD-184462,PROD-179897 SEG-518118 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,A,40,2,0,6,-0.89,2
1734,PROD-172726,PROD-179979 SEG-518123 Scholar Footwear Trailblazer Swift Run,Scholar Footwear Trailblazer,A,40,16,0,2,-1.0,16
1518,PROD-170096,PROD-102661 SEG-500365 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,13,0,5,-1.0799999999999998,13
1263,PROD-168532,PROD-187331 SEG-520073 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,A,17,7,0,6,-1.08,7
2119,PROD-181844,PROD-152523 SEG-512313 Scholar Footwear Court Casual Zephyr,Scholar Footwear Court Casual,B,40,5,0,0,-1.1500000000000001,5
572,PROD-154479,PROD-178955 SEG-518009 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,14,5,0,1,-1.1900000000000004,5
2000,PROD-179164,PROD-148795 SEG-511387 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,8,3,0,0,-1.26,3
1454,PROD-169471,PROD-153436 SEG-512518 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,A,40,19,0,7,-1.28,19
403,PROD-149689,PROD-103114 SEG-500427 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,B,39,2,0,6,-1.2999999999999998,2
1370,PROD-168865,PROD-148712 SEG-511377 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,21,13,0,3,-1.3600000000000003,13
216,PROD-138119,PROD-189892 SEG-520643 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,A,17,8,0,1,-1.3699999999999999,8
2089,PROD-181255,PROD-189518 SEG-520551 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,40,3,0,0,-1.4000000000000004,3
1101,PROD-166108,PROD-149340 SEG-511444 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,7,0,0,-1.41,7
220,PROD-138128,PROD-189495 SEG-520545 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,B,18,4,0,1,-1.43,4
2068,PROD-180714,PROD-190636 SEG-520887 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,39,11,0,0,-1.5299999999999996,11
810,PROD-160708,PROD-188564 SEG-520369 Scholar Footwear Trailblazer Zephyr,Scholar Footwear Trailblazer,A,40,17,0,2,-1.5599999999999998,17
147,PROD-123505,PROD-171491 SEG-516513 Junior Apparel Crop Pants Zephyr,Junior Apparel Crop Pants,C,13,7,0,0,-1.61,7
1014,PROD-165155,PROD-108132 SEG-501616 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,18,1,0,0,-1.68,1
236,PROD-138975,PROD-122131 SEG-504485 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,19,9,0,0,-1.69,9
555,PROD-154130,PROD-182264 SEG-518684 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,22,8,0,2,-1.7400000000000002,8
1810,PROD-175352,PROD-113992 SEG-502511 Scholar Footwear Retro Legend Summit,Scholar Footwear Retro Legend,B,9,7,0,0,-1.7400000000000002,7
2090,PROD-181256,PROD-189519 SEG-520551 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,40,8,0,1,-1.79,8
1012,PROD-165152,PROD-108134 SEG-501616 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,9,1,0,2,-1.8,1
2122,PROD-181847,PROD-152531 SEG-512313 Scholar Footwear Court Casual Zephyr,Scholar Footwear Court Casual,A,40,7,0,0,-1.9500000000000002,7
492,PROD-152430,PROD-171771 SEG-516576 Scholar Footwear Hardcourt Zephyr,Scholar Footwear Hardcourt,A,39,17,0,4,-1.9699999999999998,17
88,PROD-110209,PROD-124801 SEG-505212 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,C,13,2,0,0,-2.16,2
2123,PROD-181848,PROD-152529 SEG-512313 Scholar Footwear Court Casual Zephyr,Scholar Footwear Court Casual,A,40,6,0,0,-2.26,6
1170,PROD-166972,PROD-117530 SEG-503062 Scholar Footwear Trailblazer Stride Pro,Scholar Footwear Trailblazer,B,12,4,0,0,-2.27,4
327,PROD-145635,PROD-175497 SEG-517252 Scholar Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,29,21,0,0,-2.5200000000000005,21
106,PROD-116358,PROD-122116 SEG-504482 Junior Apparel Cozy Trousers Zephyr,Junior Apparel Cozy Trousers,B,19,8,1,1,-2.770000000000003,9
567,PROD-154466,PROD-178966 SEG-518010 Femme Footwear Trailblazer Swift Run,Femme Footwear Trailblazer,B,15,5,0,1,-2.9,5
1178,PROD-167101,PROD-109498 SEG-501986 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,C,11,6,0,0,-2.9299999999999997,6
1456,PROD-169473,PROD-153438 SEG-512518 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,A,40,21,0,3,-2.96,21
224,PROD-138261,PROD-100195 SEG-500039 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,38,17,0,7,-3.2600000000000002,17
92,PROD-112071,PROD-103306 SEG-500452 Scholar Footwear Boot Collection Plushfoot,Scholar Footwear Boot Collection,A,20,13,0,0,-3.260000000000001,13
1811,PROD-175353,PROD-113991 SEG-502511 Scholar Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,8,7,0,0,-3.31,7
